place_name,n_uses,kind,status,source,lat,lon,uncertainty_m,geonames_id,geonames_name,feature,country,admin1,qid,osm,confidence,note,decision
Schargenweiher,1,,no_match,,,,,,,,,,,,0.00,not geocoded yet (no Nominatim cache entry),
Hapfing,1,,no_match,,,,,,,,,,,,0.00,no gazetteer entry,
See-Weiher,1,,no_match,,,,,,,,,,,,0.00,no gazetteer entry,
Sülz-Wust,1,,no_match,,,,,,,,,,,,0.00,no gazetteer entry,
Eixen,1,,review,osm+geonames,54.16143,12.72384,1500,2931333,Eixen,P.PPL,DE,12,Q667690,relation/372349,0.65,341 km from the entries' other places (0% within 80 km),
Schmitten,1,,review,osm+geonames,50.57479,9.10498,1500,2837705,Schmitten,P.PPL,DE,05,,node/1552805471,0.65,421 km from the entries' other places (0% within 80 km),
Beruniether Weiher,1,,no_match,,,,,,,,,,,,0.00,no gazetteer entry,
Nussberger Weiher,1,,linked,geonames,47.84158,11.25909,1000,2861606,Nußberger Weiher,H.LK,DE,02,,,0.95,GeoNames primary name match (DE); entry context 1 km (100% of the entries),
Sennhaüpt,1,,no_match,,,,,,,,,,,,0.00,no gazetteer entry,
St. Altach,1,,no_match,,,,,,,,,,,,0.00,no gazetteer entry,
Kirnberg,1,,linked,osm+geonames,47.76795,11.34964,1500,2890296,Kirnberg,P.PPL,DE,02,Q63066419,node/3241609466,0.95,entry context 7 km (100% of the entries),
Tengberg,1,,no_match,,,,,,,,,,,,0.00,no gazetteer entry,
Birk,1,,linked,osm+geonames,50.07686,11.92439,1500,2948711,Birk,P.PPL,DE,02,Q865446,node/1652729501,0.95,,
Gennbach,1,,no_match,,,,,,,,,,,,0.00,not geocoded yet (no Nominatim cache entry),
Sachenau,1,,no_match,,,,,,,,,,,,0.00,no gazetteer entry,
Antdorf,1,,linked,osm+geonames,47.75133,11.30845,2000,2955914,Antdorf,P.PPLA4,DE,02,Q532016,relation/936943,0.95,entry context 2 km (100% of the entries),
Kapberg,1,,linked,osm+geonames,46.69179,7.22905,300,6936293,Kapberg,T.PK,CH,FR,Q22533540,node/2907701162,0.95,,
Neu-Weiher,1,,review,geonames,49.64111,11.05057,500,2863882,Neu Weiher,H.PND,DE,02,,,0.40,GeoNames primary name match (DE); 433 km from the entries' other places (0% within 80 km),
Schönsonnig,1,settlement,no_match,,,,,,,,,,,,0.00,no gazetteer entry,
Jünelgasteig,1,,no_match,,,,,,,,,,,,0.00,no gazetteer entry,
Theresienbad,1,,linked,osm,48.06768,11.08554,500,,,,,,,way/27335347,0.90,OSM highway/track named after the place; entry context 0 km (100% of the entries),
Beuern,1,,linked,osm+geonames,48.08743,11.07851,1500,2949610,Beuern,P.PPL,DE,02,Q61037855,node/287103027,0.95,entry context 2 km (100% of the entries),
Küste von Albanien,1,region,no_match,,,,,,,,,,,,0.00,no gazetteer entry,
Radbrücke,1,,no_match,,,,,,,,,,,,0.00,no gazetteer entry,
Jägerkanal,1,,no_match,,,,,,,,,,,,0.00,no gazetteer entry,
Buchenhainer Wäldchen,1,,no_match,,,,,,,,,,,,0.00,no gazetteer entry,
Auwäldchen,1,,linked,osm,48.58284,11.15692,1500,,,,,,,way/22788610,0.85,,
Heiterbein Kopfenwinkel,1,,no_match,,,,,,,,,,,,0.00,no gazetteer entry,
Lautersee,1,,linked,osm+geonames,47.43805,11.23220,1500,2879878,Lautersee,P.PPL,DE,02,Q871535,relation/2557199,0.95,entry context 1 km (100% of the entries),
Geißauer Horn,1,,no_match,,,,,,,,,,,,0.00,no gazetteer entry,
Gabert,1,,review,osm,48.08033,11.60108,500,,,,,,,way/4446652,0.60,OSM highway/path named after the place,
Sägel,1,,linked,osm+geonames,47.42458,8.79909,800,6294157,Sägel,P.PPLL,CH,ZH,,node/1478252546,0.80,"far from most of the entries' other places (0% within 80 km, nearest 145 km)",
Vermunt-Tal,1,,no_match,,,,,,,,,,,,0.00,no gazetteer entry,
Türk,1,,review,osm,47.71932,11.78011,300,,,,,,,node/4020633195,0.70,"far from most of the entries' other places (0% within 80 km, nearest 88 km)",
Gaberl,1,,linked,osm,47.34285,11.67682,1500,,,,,,,node/2295866225,0.85,,
Speiden,1,,linked,osm+geonames,47.61056,10.61275,1500,2830666,Speiden,P.PPL,DE,02,Q58005062,node/1684572968,0.95,entry context 2 km (100% of the entries),
Maria Hilf,1,,no_match,,,,,,,,,,,,0.00,not geocoded yet (no Nominatim cache entry),
Unterreithen,1,,linked,osm+geonames,47.65727,10.84604,1500,2818876,Unterreithen,P.PPL,DE,02,Q119060462,node/628823595,0.95,entry context 14 km (100% of the entries),
Wiedmar,1,,linked,osm+geonames,47.58001,10.60922,1500,2809552,Wiedmar,P.PPL,DE,02,Q126027328,node/2026706867,0.95,entry context 1 km (100% of the entries),
Beuchen,1,,review,osm+geonames,49.59972,9.23116,1500,2949632,Beuchen,P.PPL,DE,02,,node/289013212,0.65,217 km from the entries' other places (0% within 80 km),
Gipfelruine,1,,no_match,,,,,,,,,,,,0.00,no gazetteer entry,
Einerkopf,1,,linked,osm+geonames,47.56806,10.60056,300,6939954,Einerkopf,T.PK,DE,02,Q31556875,node/277585473,0.95,entry context 0 km (100% of the entries),
Zwölferkopf,1,,linked,osm+geonames,47.48807,10.35056,500,2803484,Zwölferkopf,T.MT,DE,02,Q124611516,node/1124177898,0.95,entry context 10 km (100% of the entries),
Zirmgrat,1,,linked,osm+geonames,47.56750,10.60333,2000,3334058,Zirmgrat,T.SPUR,AT,00,Q130752827,way/1329988564,0.95,entry context 0 km (100% of the entries),
Salober-Alm,1,,linked,osm,47.25278,10.11819,1500,,,,,,,way/465955554,0.90,OSM historic/ruins named after the place; entry context 20 km (100% of the entries),
Anzeler-Park,1,,no_match,,,,,,,,,,,,0.00,not geocoded yet (no Nominatim cache entry),
Isar- und Unterführung,1,,no_match,,,,,,,,,,,,0.00,no gazetteer entry,
Westdamm vom Speichersee,1,,no_match,,,,,,,,,,,,0.00,no gazetteer entry,
Schloß Hohenburg,1,,no_match,,,,,,,,,,,,0.00,not geocoded yet (no Nominatim cache entry),
Grüne Heide,1,,review,osm+geonames,51.48731,13.30330,1500,2914287,Grüne Heide,V.FRST,DE,11,,relation/1472152,0.65,380 km from the entries' other places (0% within 80 km),
Föhringer Brücke,1,,no_match,,,,,,,,,,,,0.00,no gazetteer entry,
Aumüller,1,,linked,osm,48.12841,11.60120,1500,,,,,,,node/1300470545,0.90,OSM shop/bakery named after the place; entry context 2 km (100% of the entries),
Giesigasteig,1,,no_match,,,,,,,,,,,,0.00,no gazetteer entry,
Frauenmünsterre,1,,no_match,,,,,,,,,,,,0.00,no gazetteer entry,
Pfungen,1,,review,osm+geonames,47.51394,8.64230,1500,2659212,Pfungen,P.PPL,CH,ZH,Q65119,relation/1682188,0.65,152 km from the entries' other places (0% within 80 km),
Amtswiese,1,,review,osm,51.76486,10.77258,1500,,,,,,,way/890104203,0.55,407 km from the entries' other places (0% within 80 km),
Geisenbrunn,1,,linked,osm+geonames,48.10591,11.32756,1500,2921716,Geisenbrunn,P.PPL,DE,02,Q1498883,node/35801534,0.95,entry context 5 km (100% of the entries),
Heilig-Gasteig,1,,no_match,,,,,,,,,,,,0.00,no gazetteer entry,
Brückenwirt-Gasteig,1,,no_match,,,,,,,,,,,,0.00,no gazetteer entry,
Himbeer-Schlag,1,,no_match,,,,,,,,,,,,0.00,not geocoded yet (no Nominatim cache entry),
Mühlberg,1,,linked,osm+geonames,47.78333,11.60000,1500,2868545,Mühlberg,P.PPL,DE,02,Q57776267,node/2460278176,0.95,entry context 39 km (100% of the entries),
Bruckfischer Tal,1,,no_match,,,,,,,,,,,,0.00,no gazetteer entry,
Steinbernhang,1,,no_match,,,,,,,,,,,,0.00,no gazetteer entry,
Holler- und Holzhofm.,1,,no_match,,,,,,,,,,,,0.00,no gazetteer entry,
Isarbernholz,1,,no_match,,,,,,,,,,,,0.00,no gazetteer entry,
Stempeln,1,,no_match,,,,,,,,,,,,0.00,no gazetteer entry,
Giesinger Forsthaus,1,,no_match,,,,,,,,,,,,0.00,not geocoded yet (no Nominatim cache entry),
Harlachinger Brücke,1,,no_match,,,,,,,,,,,,0.00,no gazetteer entry,
Haimatshang,1,,no_match,,,,,,,,,,,,0.00,no gazetteer entry,
Föhrenheide,1,,no_match,,,,,,,,,,,,0.00,no gazetteer entry,
Forsthaus Wörnbrunn,1,,linked,osm,48.03934,11.54922,100,,,,,,,node/3725336933,0.90,OSM amenity/restaurant named after the place; entry context 1 km (100% of the entries),
Schwaneger-rücken,1,,no_match,,,,,,,,,,,,0.00,no gazetteer entry,
Auen an den Isarfällen,1,,no_match,,,,,,,,,,,,0.00,no gazetteer entry,
Innerer Stein,1,,no_match,,,,,,,,,,,,0.00,no gazetteer entry,
Biburg,1,,linked,osm+geonames,48.15248,11.25931,1500,2949355,Biburg,P.PPL,DE,02,Q27036759,node/104651268,0.95,entry context 3 km (100% of the entries),
Brunnstube,1,,review,osm,47.52721,9.04451,500,,,,,,,node/11868836421,0.70,"far from most of the entries' other places (0% within 80 km, nearest 122 km)",
Moosmatic,1,,no_match,,,,,,,,,,,,0.00,no gazetteer entry,
Birkenhofgelände,1,,no_match,,,,,,,,,,,,0.00,no gazetteer entry,
Braunauer-Eisenbahnbrücke,1,,linked,osm,48.11841,11.56154,1500,,,,,,,way/360823809,0.90,OSM man_made/bridge named after the place; entry context 2 km (100% of the entries),
Perlach-Grünwalder Forst,1,,no_match,,,,,,,,,,,,0.00,no gazetteer entry,
Gleißental,1,,linked,osm+geonames,48.00000,11.56667,5000,2919958,Gleißental,T.VAL,DE,02,Q35470836,way/31753830,0.90,OSM highway/track named after the place; entry context 15 km (100% of the entries),
Hermannspark,1,,no_match,,,,,,,,,,,,0.00,no gazetteer entry,
Laim-Gern,1,,no_match,,,,,,,,,,,,0.00,no gazetteer entry,
Eden-Erbbaurecht,1,,no_match,,,,,,,,,,,,0.00,no gazetteer entry,
Bromberg,1,,linked,osm,47.93563,11.24814,300,,,,,,,node/13124079413,0.95,entry context 13 km (100% of the entries),
Ackermündung,1,locality,no_match,,,,,,,,,,,,0.00,no gazetteer entry,
Fromberg,1,settlement,linked,osm+geonames,48.73333,15.08333,1500,2779197,Fromberg,P.PPL,AT,03,Q63349702,node/240060184,0.95,,
Bernau am Chiemsee,1,settlement,linked,osm+geonames,47.81167,12.37566,1500,2950095,Bernau am Chiemsee,P.PPL,DE,02,Q126960,relation/2186914,0.95,,
Ackermannstein,1,locality,no_match,,,,,,,,,,,,0.00,no gazetteer entry,
Teich an der Saalbrückenkolonie,1,,no_match,,,,,,,,,,,,0.00,no gazetteer entry,
Bergkramer,1,,linked,osm+geonames,47.90714,11.40020,1500,2950333,Bergkramer,P.PPL,DE,02,Q20180302,node/6484466909,0.95,entry context 2 km (100% of the entries),
Höhenried,1,,linked,osm+geonames,47.87683,11.28528,1500,2901536,Höhenried,P.PPL,DE,02,,node/6484472203,0.95,entry context 2 km (100% of the entries),
Spitzberg,1,,review,geonames,47.57143,11.45840,500,2830307,Spitzberg,T.MT,DE,02,,,0.70,GeoNames primary name match (DE),
Hammer-Mayer,1,,no_match,,,,,,,,,,,,0.00,no gazetteer entry,
Ski-Hütte,1,,review,osm,48.15467,8.70189,1500,,,,,,,way/217299757,0.45,"OSM club/sport named after the place; far from most of the entries' other places (0% within 80 km, nearest 129 km)",
Hammer-Oberbeurer Hütten,1,,no_match,,,,,,,,,,,,0.00,no gazetteer entry,
Brandeln,1,,linked,osm,47.87284,10.56674,500,,,,,,,node/336211774,0.95,entry context 2 km (100% of the entries),
Spruchkammer,1,,no_match,,,,,,,,,,,,0.00,no gazetteer entry,
Botanisches Institut in Nymphenburg,1,,no_match,,,,,,,,,,,,0.00,no gazetteer entry,
Bürgerheim,1,,review,osm,48.85307,10.48684,1500,,,,,,,way/84865381,0.45,"OSM amenity/social_facility named after the place; far from most of the entries' other places (0% within 80 km, nearest 113 km)",
Fischertratten,1,,linked,osm+geonames,46.93550,13.52280,1500,11903658,Fischertratten,P.PPL,AT,02,,node/31239123,0.95,,
Eisenfälle,1,,no_match,,,,,,,,,,,,0.00,no gazetteer entry,
Furtacher Forst,1,,no_match,,,,,,,,,,,,0.00,no gazetteer entry,
Laufzonner Flur,1,,no_match,,,,,,,,,,,,0.00,no gazetteer entry,
Langwieder Flur,1,,no_match,,,,,,,,,,,,0.00,no gazetteer entry,
Weinbauern,1,,review,osm,48.74015,11.14413,1500,,,,,,,way/1213091553,0.60,OSM building/yes named after the place,
Grasbrunnloh,1,,no_match,,,,,,,,,,,,0.00,no gazetteer entry,
Saatbau-Kolonie,1,,no_match,,,,,,,,,,,,0.00,no gazetteer entry,
Neubaurun,1,settlement,no_match,,,,,,,,,,,,0.00,no gazetteer entry,
Sauteräuen-Kolonie,1,,no_match,,,,,,,,,,,,0.00,no gazetteer entry,
Straßlach-Laufzorn,1,,no_match,,,,,,,,,,,,0.00,no gazetteer entry,
Gieringer Waldhain,1,,no_match,,,,,,,,,,,,0.00,no gazetteer entry,
Giesinger Waldheim,1,,no_match,,,,,,,,,,,,0.00,no gazetteer entry,
Groß-...,1,,review,geonames,48.82481,12.42784,1500,2917068,Groß,P.PPL,DE,02,,,0.70,GeoNames primary name match (DE),
Dorfen,1,,linked,osm+geonames,48.27037,12.16056,1500,2936103,Dorfen,P.PPL,DE,02,Q264395,relation/934750,0.95,,
Bad Wiessee,1,,linked,osm+geonames,47.71667,11.71667,2000,2953318,Bad Wiessee,P.PPLA4,DE,02,Q502921,relation/935946,0.95,entry context 3 km (100% of the entries),
Finsterbach,1,,linked,geonames,50.10070,10.65470,3000,2926690,Finsterbach,H.STM,DE,02,Q32752278,,0.95,GeoNames primary name match (DE); entry context 16 km (100% of the entries),
Reichsautobahn,1,,linked,osm,47.80477,12.28056,1500,,,,,,,node/8516230948,0.90,OSM information/board named after the place; entry context 33 km (100% of the entries),
Auen bei den Isarfällen,1,,no_match,,,,,,,,,,,,0.00,no gazetteer entry,
Zentnerberg,1,,no_match,,,,,,,,,,,,0.00,no gazetteer entry,
München Stadt,1,,linked,osm,48.17575,11.75622,2000,,,,,,Q504880,node/18164984,0.95,entry context 14 km (100% of the entries),
Lauggern,1,,no_match,,,,,,,,,,,,0.00,no gazetteer entry,
Museum,1,,review,osm,47.23832,10.74173,1500,,,,,,Q1954713,way/211417304,0.45,"OSM tourism/museum named after the place; far from most of the entries' other places (0% within 80 km, nearest 118 km)",
Fagstein-Gipfel,1,locality,no_match,,,,,,,,,,,,0.00,no gazetteer entry,
Hoher Göll,1,locality,linked,osm+geonames,47.59417,13.06694,500,2901244,Hoher Göll,T.MT,DE,02,Q549503,node/3186071317,0.95,,
Grünwald-Großhesselohe,1,,no_match,,,,,,,,,,,,0.00,no gazetteer entry,
Gmundgau,1,,no_match,,,,,,,,,,,,0.00,no gazetteer entry,
Reitham,1,,linked,osm+geonames,47.81615,11.71949,1500,2848396,Reitham,P.PPL,DE,02,Q124654303,node/391313366,0.95,entry context 2 km (100% of the entries),
St. Quirin,1,,linked,osm,48.15721,11.41485,1500,,,,,,Q2322949,way/29553428,0.90,OSM amenity/place_of_worship named after the place; entry context 12 km (100% of the entries),
Auenbach,1,,linked,geonames,47.52611,10.70111,3000,3333980,Auenbach,H.STM,AT,07,Q21876618,,0.90,GeoNames primary name match (AT); entry context 32 km (100% of the entries),
Haugraben,1,,review,osm,47.83583,8.87845,1500,,,,,,,way/755704030,0.55,203 km from the entries' other places (0% within 80 km),
Röthenbach-Heimenkirch,1,,no_match,,,,,,,,,,,,0.00,no gazetteer entry,
Markelfinger Winkel,1,,linked,osm+geonames,47.73940,8.99101,2000,2873418,Markelfinger Winkel,H.COVE,DE,01,Q1246131,relation/1722834,0.95,entry context 2 km (100% of the entries),
Ederhofen,1,settlement,no_match,,,,,,,,,,,,0.00,no gazetteer entry,
Ebenfälle,1,locality,no_match,,,,,,,,,,,,0.00,not geocoded yet (no Nominatim cache entry),
Laimgrube,1,locality,linked,osm+geonames,48.20043,16.36268,1000,12358577,Laimgrube,P.PPLX,AT,09,Q1800722,node/2179868437,0.95,,
Großhesselohe-Hainbuche,1,,no_match,,,,,,,,,,,,0.00,no gazetteer entry,
Lich,1,,review,osm+geonames,50.52085,8.81567,1500,2878166,Lich,P.PPL,DE,05,Q632282,relation/418622,0.65,332 km from the entries' other places (0% within 80 km),
Finkauke,1,,no_match,,,,,,,,,,,,0.00,no gazetteer entry,
Gierdamme,1,,no_match,,,,,,,,,,,,0.00,not geocoded yet (no Nominatim cache entry),
Vorklärbecken,1,,linked,osm,48.20583,11.62652,1500,,,,,,,way/34730346,0.95,entry context 5 km (100% of the entries),
Dükerzukanal,1,,no_match,,,,,,,,,,,,0.00,no gazetteer entry,
Winterleite,1,,review,geonames,49.77051,11.96720,2000,2807741,Winterleite,T.RDGE,DE,02,,,0.40,GeoNames primary name match (DE); 172 km from the entries' other places (0% within 80 km),
Hamersee,1,,no_match,,,,,,,,,,,,0.00,no gazetteer entry,
Mutter-Grabmal,1,,no_match,osm,50.68497,7.14970,1500,,,,,,,node/1409460759,0.30,OSM historic/memorial named after the place; 427 km from the entries' other places (0% within 80 km),
Felberer,1,,review,osm,47.48187,12.11513,1500,,,,,,,way/1168147672,0.70,"far from most of the entries' other places (0% within 80 km, nearest 83 km)",
Frauenfrieden,1,,no_match,osm,50.12862,8.64524,1500,,,,,,,way/24154624,0.30,OSM building/yes named after the place; 283 km from the entries' other places (0% within 80 km),
Frauenberg,1,,linked,osm+geonames,48.22859,11.23309,1500,2925416,Frauenberg,P.PPL,DE,02,Q55103402,node/262292104,0.95,entry context 27 km (100% of the entries),
Speicherturm-Werkbecken,1,,no_match,,,,,,,,,,,,0.00,no gazetteer entry,
Südpark,1,,linked,osm,48.06948,11.96425,1000,,,,,,,relation/8507082,0.95,entry context 30 km (100% of the entries),
Saatkultur-Instanz,1,,no_match,,,,,,,,,,,,0.00,no gazetteer entry,
Hebebrücke Unterföhring - Ismaning,1,,no_match,,,,,,,,,,,,0.00,no gazetteer entry,
Stichwehr im Westbecken,1,,no_match,,,,,,,,,,,,0.00,no gazetteer entry,
Speichersee Gelände,1,,no_match,,,,,,,,,,,,0.00,not geocoded yet (no Nominatim cache entry),
Hohen-Schäftlarn,1,,no_match,,,,,,,,,,,,0.00,not geocoded yet (no Nominatim cache entry),
Kassel,1,,linked,osm+geonames,51.31667,9.50000,3000,2892518,Kassel,P.PPLA2,DE,05,Q2865,relation/62598,0.95,entry context 38 km (100% of the entries),
Altona,1,,linked,osm+geonames,53.57358,9.84241,2000,11669484,Altona,A.ADM5,DE,04,Q1630,relation/30223,0.95,entry context 10 km (100% of the entries),
Neumünster,1,,linked,osm+geonames,48.44305,10.56306,1500,2864477,Neumünster,P.PPL,DE,02,Q1601532,node/342281481,0.95,entry context 26 km (100% of the entries),
Rendsburg,1,,linked,osm+geonames,54.30182,9.67175,2000,2848245,Rendsburg,P.PPLA3,DE,10,Q490457,relation/548570,0.95,entry context 25 km (100% of the entries),
Schleswig,1,,linked,osm+geonames,54.52021,9.56829,2000,2838634,Schleswig,P.PPLA3,DE,10,Q501661,relation/904512,0.95,entry context 25 km (100% of the entries),
Kolding,1,,linked,osm+geonames,55.49040,9.47216,3000,2618528,Kolding,P.PPLA2,DK,21,Q27119,node/26559170,0.95,entry context 20 km (100% of the entries),
Fredericia,1,,linked,osm+geonames,55.56568,9.75257,3000,2621951,Fredericia,P.PPLA2,DK,21,Q21181,node/26559058,0.95,entry context 20 km (100% of the entries),
Odense,1,,linked,osm+geonames,55.39594,10.38831,3000,2615876,Odense,P.PPLA2,DK,21,Q25331,node/26559274,0.95,entry context 27 km (100% of the entries),
Slagelse,1,,linked,osm+geonames,55.40276,11.35459,3000,2613460,Slagelse,P.PPLA2,DK,20,Q3414556,node/27536827,0.95,entry context 16 km (100% of the entries),
Roskilde,1,,linked,osm+geonames,55.64152,12.08035,3000,2614481,Roskilde,P.PPLA2,DK,20,Q26563,node/21040334,0.95,entry context 31 km (100% of the entries),
Lund,1,,linked,osm+geonames,55.70584,13.19321,3000,2693678,Lund,P.PPLA2,SE,27,Q2167,relation/2468628,0.95,entry context 16 km (100% of the entries),
Eslöv,1,,linked,osm+geonames,55.83928,13.30393,3000,2715946,Eslöv,P.PPLA2,SE,27,Q79237,node/122697276,0.95,entry context 16 km (100% of the entries),
Norrköping,1,,linked,osm+geonames,58.59419,16.18260,3000,2688368,Norrköping,P.PPLA2,SE,16,Q25724,node/27431648,0.95,entry context 38 km (100% of the entries),
Nyköping,1,,linked,osm+geonames,58.75300,17.00788,5000,2687700,Nyköping,P.PPLA,SE,18,Q54356,node/11094836,0.95,,
Kongressbüro,1,,no_match,,,,,,,,,,,,0.00,no gazetteer entry,
Kathedrale,1,,review,osm,47.17580,11.86001,500,,,,,,,node/7765548538,0.55,1460 km from the entries' other places (0% within 80 km),
Rimbo,1,,linked,osm+geonames,59.75000,18.36667,1500,2682570,Rimbo,P.PPL,SE,26,Q131882,node/249163982,0.95,entry context 19 km (100% of the entries),
Schären-Inselwelt,1,,no_match,,,,,,,,,,,,0.00,no gazetteer entry,
Kathedrale Uppsala,1,,no_match,,,,,,,,,,,,0.00,no gazetteer entry,
Waldregion nördlich von Uppsala,1,,no_match,,,,,,,,,,,,0.00,no gazetteer entry,
Dannemora,1,,linked,osm+geonames,60.18333,17.81667,1500,2717974,Dannemora,P.PPL,SE,21,Q2197561,node/335672695,0.95,entry context 37 km (100% of the entries),
Dannemora-Hotel,1,,no_match,,,,,,,,,,,,0.00,no gazetteer entry,
Kungs-Anlagen,1,,no_match,,,,,,,,,,,,0.00,no gazetteer entry,
Karolinengeräum,1,,no_match,,,,,,,,,,,,0.00,no gazetteer entry,
Kraftwerk-Baustelle,1,,no_match,,,,,,,,,,,,0.00,no gazetteer entry,
Westwehr,1,,no_match,,,,,,,,,,,,0.00,no gazetteer entry,
Wimlerteiche,1,,no_match,,,,,,,,,,,,0.00,no gazetteer entry,
Furthofen,1,,no_match,,,,,,,,,,,,0.00,no gazetteer entry,
Augsburg-Stadtbergen,1,settlement,no_match,,,,,,,,,,,,0.00,no gazetteer entry,
Roos,1,,linked,osm,48.54151,8.15915,300,,,,,,,node/3588272415,0.95,entry context 34 km (100% of the entries),
Thal,1,,linked,osm+geonames,48.25023,11.29854,1500,2823180,Thal,P.PPL,DE,02,Q55128989,node/1700472242,0.95,entry context 24 km (100% of the entries),
Römerbrunn,1,,no_match,,,,,,,,,,,,0.00,no gazetteer entry,
Beuernhofen,1,,no_match,,,,,,,,,,,,0.00,no gazetteer entry,
Kronig-Aura-Seillacher Flur,1,,no_match,,,,,,,,,,,,0.00,no gazetteer entry,
Pschorr Park,1,,no_match,,,,,,,,,,,,0.00,no gazetteer entry,
Engelsried,1,,linked,osm,47.77982,11.98023,500,,,,,,,node/3251422162,0.85,,
